,,,,,,
Name,Age,Gender,Married,Job,Annual Income,Did he accept the credit card
Camille,69,Male,No,Teacher,67229,Yes
Leon,65,Female,No,Painter,13830,No
Paige,27,Male,Yes,Painter,60777,Yes
Marcos,24,Male,Yes,Teacher,19246,Yes
Elena,35,Male,Yes,Captain,28996,No
Brianne,61,Female,No,Engineer,37300,No
Dorothy,45,Male,Yes,Judge,59887,Yes
Marshall,50,Female,No,tailor,39122,Yes
Daryl,31,Female,No,Worker,23113,No
Colby,27,Male,Yes,Accountant,56812,No
Terri,38,Male,No,Doctor,82576,No
Gabriela,34,Male,Yes,Painter,55683,Yes
Brock,24,Male,No,Captain,84289,Yes
Gerardo,21,Male,No,Engineer,57414,Yes
Jane,22,Female,Yes,Worker,45109,No
Nelson,40,Male,No,Engineer,43497,No
Tamika,37,Male,Yes,Pilot,44999,No
Alvin,33,Male,No,Accountant,67551,No
Chasity,30,Male,No,Teacher,81024,Yes
Trent,39,Male,Yes,Teacher,80998,No
Jana,35,Female,Yes,Painter,80338,Yes
Enrique,25,Male,Yes,Judge,59771,No
Tracey,29,Male,No,Painter,58014,No
Antoinette,28,Female,No,Judge,50164,Yes
Jami,32,Male,No,Doctor,44753,Yes
Earl,31,Female,Yes,Teacher,70660,Yes
Gilbert,20,Female,Yes,tailor,71524,Yes
Damien,23,Female,Yes,Judge,87562,No
Janice,36,Male,Yes,Accountant,48889,No
Christa,26,Male,No,tailor,63033,Yes
Tessa,33,Female,No,Captain,72984,No
Kirk,40,Male,Yes,tailor,84819,No
Yvette,38,Female,Yes,tailor,86846,No
Elijah,27,Female,Yes,tailor,64408,Yes
Howard,21,Male,Yes,tailor,48016,No
Elisa,31,Male,No,tailor,45817,No
Desmond,25,Female,Yes,Doctor,79048,No
Clarence,24,Male,Yes,Pilot,69740,No
Alfred,36,Female,No,Worker,78542,No
Darnell,34,Male,No,Pilot,52794,Yes
Breanna,32,Male,No,Judge,60563,No
Kerry,26,Male,No,Captain,45063,Yes
Nickolas,20,Male,Yes,tailor,74630,Yes
Maureen,39,Female,Yes,Worker,62940,Yes
Karina,37,Male,Yes,Teacher,82532,Yes
Roderick,29,Male,Yes,Captain,67081,No
Rochelle,30,Male,Yes,tailor,65369,Yes
Rhonda,35,Male,Yes,Accountant,51713,No
Keisha,28,Female,No,Doctor,42380,Yes
Irene,23,Female,Yes,Pilot,65469,Yes
Ethan,22,Female,Yes,Judge,51863,No
Alice,40,Male,Yes,Doctor,81772,No
Allyson,30,Female,No,Judge,45260,No
Hayley,27,Male,No,Worker,56151,Yes
Trenton,20,Male,No,Doctor,87897,Yes
Beau,26,Female,No,Painter,71674,No
Elaine,31,Female,No,Accountant,54187,No
Demetrius,36,Male,No,Judge,45401,Yes
Cecilia,32,Female,Yes,Painter,78622,Yes
Annette,35,Male,No,Pilot,81994,Yes
Brandie,39,Male,No,Accountant,44415,Yes
Katy,25,Female,No,Captain,50783,No
Tricia,34,Male,No,Painter,67712,Yes
Bernard,23,Male,No,Painter,74378,Yes
Wade,28,Female,No,Painter,50741,Yes
Chance,38,Male,No,Pilot,79692,Yes
Bryant,37,Female,No,Captain,77045,Yes
Zachery,22,Male,Yes,Accountant,56184,No
Clifton,33,Male,No,Doctor,63431,No
Julianne,24,Male,Yes,Doctor,81167,Yes
Angelo,29,Male,Yes,tailor,61961,Yes
Elyse,21,Female,Yes,Pilot,79686,Yes
Lyndsey,37,Female,No,Captain,78945,No
Clarissa,38,Female,No,Doctor,64045,Yes
Meaghan,31,Male,No,Pilot,70736,No
Tanisha,29,Male,Yes,tailor,41648,Yes
Ernesto,26,Male,Yes,Judge,47256,No
Isaiah,25,Female,No,Accountant,73989,No
Xavier,40,Female,No,Captain,50276,Yes
Clint,33,Female,No,Painter,76232,Yes
Jamal,34,Female,Yes,tailor,79539,Yes
Kathy,20,Female,Yes,Teacher,73611,Yes
Salvador,35,Male,Yes,tailor,87338,No
Jena,28,Male,Yes,Pilot,66255,No
Marisol,22,Female,No,Pilot,41123,No
Darius,39,Female,Yes,Engineer,83406,Yes
Guadalupe,23,Male,No,tailor,53582,No
Chris,27,Female,Yes,Worker,42245,No
Patrice,36,Male,Yes,Engineer,86724,Yes
Jenifer,30,Female,No,Engineer,49658,Yes
Lynn,24,Female,No,Worker,72928,Yes
Landon,21,Female,No,Engineer,51422,No
Brenton,32,Male,No,Teacher,49986,No
Sandy,41,Female,Yes,Pilot,62093,Yes
Jasmin,24,Female,Yes,Painter,62912,No
Ariel,49,Male,Yes,Captain,51501,Yes
Sasha,23,Female,No,Worker,41940,No
Juanita,36,Male,No,Teacher,80069,No
Israel,20,Male,No,Doctor,86449,Yes
Ericka,21,Female,Yes,Painter,81943,No
Quentin,46,Female,Yes,Engineer,49742,Yes
Jayme,35,Female,No,Teacher,69031,No
Damon,34,Female,Yes,Worker,88357,No
Heath,25,Female,No,Teacher,53867,Yes
Kira,33,Male,No,Captain,77583,Yes
Ruby,29,Female,No,Teacher,89174,No
Rita,39,Female,Yes,Painter,52207,No
Tiara,32,Male,Yes,Painter,79305,No
Jackie,50,Male,Yes,Teacher,74096,No
Jennie,40,Female,No,Pilot,45203,No
Collin,26,Female,No,Doctor,68069,No
Lakeisha,31,Female,Yes,Judge,64836,Yes
Kenny,45,Male,No,tailor,87510,Yes
Norman,30,Male,Yes,Judge,72037,No
Leanne,44,Male,No,Worker,80210,Yes
Hollie,38,Male,No,Accountant,88004,No
Destiny,27,Male,Yes,Judge,53854,Yes
Shelley,43,Female,No,Worker,80834,No
Amie,37,Female,No,Teacher,61635,No
Callie,28,Male,Yes,tailor,43828,No
Hunter,48,Male,No,Judge,71104,Yes
Duane,22,Female,No,Teacher,88995,No
Sally,42,Female,No,Judge,76118,No
Serena,47,Female,No,Captain,72640,Yes
Lesley,37,Female,Yes,tailor,75632,Yes
Connie,34,Female,No,Accountant,74229,No
Dallas,32,Male,No,Accountant,77070,No
Simon,28,Male,Yes,Painter,53549,No
Neal,50,Female,No,Pilot,66663,Yes
Laurel,49,Female,Yes,tailor,67230,Yes
Eileen,42,Male,Yes,Painter,89910,No
Lewis,43,Male,No,Pilot,47925,Yes
Bobbie,29,Male,No,Judge,44833,Yes
Faith,27,Male,Yes,tailor,74715,No
Brittani,31,Male,Yes,Engineer,60554,Yes
Shayla,38,Female,Yes,Doctor,60065,Yes
Eli,22,Female,Yes,Doctor,53874,Yes
Judith,40,Male,No,Pilot,72573,Yes
Terence,36,Female,No,Accountant,71961,Yes
Ciara,48,Female,No,Doctor,54887,No
Charlie,23,Male,No,Engineer,59714,Yes
Alyson,20,Male,Yes,Captain,63484,Yes
Vernon,45,Female,No,Teacher,62585,Yes
Alma,26,Male,No,Engineer,44292,No
Quinton,47,Male,Yes,Pilot,82197,No
Nora,41,Female,Yes,Doctor,70383,Yes
Lillian,35,Male,Yes,Teacher,77860,Yes
Leroy,33,Male,No,Engineer,83980,Yes
Joyce,46,Female,Yes,Worker,68108,No
Chrystal,21,Male,Yes,Accountant,60575,Yes
Marquita,30,Male,No,Worker,66879,No
Lamar,44,Male,Yes,Worker,68002,Yes
Ashlie,25,Female,Yes,Teacher,89573,No
Kent,24,Female,Yes,Pilot,61777,Yes
Emanuel,39,Female,Yes,tailor,74905,Yes
Joanne,49,Female,No,Pilot,61281,No
Gavin,37,Male,No,Teacher,56485,No
Yesenia,50,Female,No,Painter,71881,No
Perry,27,Female,Yes,Doctor,86808,No
Marilyn,29,Female,Yes,Accountant,51876,No
Graham,40,Female,No,tailor,79236,Yes
Constance,43,Male,No,Accountant,86406,No
Lena,26,Male,Yes,Captain,82781,No
Allan,33,Female,Yes,Pilot,69405,No
Juliana,41,Female,Yes,Painter,83321,Yes
Jayson,32,Female,No,Worker,89328,Yes
Shari,23,Female,Yes,Teacher,60879,Yes
Nadia,47,Male,No,Engineer,88629,Yes
Tanner,22,Male,Yes,Pilot,70529,No
Isabel,39,Male,Yes,Pilot,54044,Yes
Becky,38,Female,No,Accountant,73580,No
Rudy,20,Female,No,Painter,84590,No
Blair,36,Male,No,Doctor,63058,Yes
Christen,24,Female,No,Judge,46492,No
Rosemary,34,Female,Yes,Captain,82131,Yes
Marlon,42,Male,Yes,tailor,85343,Yes
Glen,48,Female,No,Worker,79796,No
Genevieve,30,Female,No,Doctor,77069,Yes
Damian,46,Female,No,Worker,44254,Yes
Michaela,31,Male,Yes,Engineer,86555,No
Shayna,35,Female,Yes,Worker,89864,Yes
Marquis,21,Male,Yes,Painter,82195,No
Fredrick,28,Female,Yes,Captain,70959,No
Celeste,44,Female,Yes,tailor,82907,Yes
Bret,25,Male,No,Doctor,88580,No
Betty,45,Male,Yes,Teacher,71002,No
Kurtis,35,Female,Yes,Engineer,87018,Yes
Rickey,49,Female,No,Doctor,80015,No
Dwight,21,Female,No,Doctor,54554,Yes
Rory,50,Male,Yes,Painter,78422,No
Mia,27,Female,Yes,Pilot,46452,No
Josiah,29,Female,Yes,Captain,71949,No
Norma,28,Male,Yes,Captain,55094,No
Bridgette,33,Female,No,Accountant,55923,No
Shirley,30,Male,No,Teacher,89320,Yes
Sherri,45,Male,No,Painter,69901,No
Noelle,48,Male,Yes,tailor,64531,No
Chantel,31,Male,Yes,Engineer,46438,Yes
Alisa,37,Male,Yes,Judge,54922,Yes
Zachariah,36,Male,Yes,Accountant,84045,No
Jody,47,Female,No,Teacher,50209,Yes
Christin,38,Female,Yes,Accountant,43413,No
Julius,44,Male,No,Worker,60474,No
Gordon,42,Male,No,Accountant,80667,Yes
Latonya,24,Male,No,Teacher,73620,Yes
Lara,26,Female,Yes,tailor,44022,Yes
Lucy,25,Male,Yes,Accountant,52921,Yes
Jarrett,23,Female,Yes,Accountant,53175,Yes
Elisha,43,Male,No,Painter,60673,Yes
Deandre,20,Female,No,Teacher,69619,No
Audra,32,Male,No,tailor,58145,Yes
Beverly,22,Female,Yes,Accountant,57602,No
Felix,41,Female,No,Pilot,86615,No
Alejandra,46,Male,Yes,Doctor,49548,Yes
Nolan,40,Male,Yes,Engineer,84900,No
Tiffani,34,Male,No,Pilot,49923,No
Lonnie,44,Male,No,tailor,79169,Yes
Don,31,Female,No,Pilot,57491,Yes
Darlene,46,Female,Yes,Doctor,79602,Yes
Rodolfo,28,Female,Yes,Worker,83029,Yes
Terra,42,Female,Yes,Doctor,47076,No
Sheri,37,Female,Yes,Judge,69189,Yes
Iris,39,Female,Yes,Doctor,40730,Yes
Maxwell,45,Male,Yes,tailor,43542,No
Kendall,47,Female,Yes,Captain,71972,Yes
Ashly,49,Male,No,Engineer,81553,No
Kendrick,43,Male,No,Doctor,65684,Yes
Jean,21,Female,Yes,Accountant,64873,No
Jarvis,25,Female,No,Captain,78373,No
Fred,34,Male,Yes,Worker,89985,Yes
Tierra,50,Female,Yes,Judge,48048,No
Abel,48,Male,No,Judge,40492,Yes
Pablo,33,Female,No,Painter,75542,No
Maribel,36,Male,Yes,Captain,79418,Yes
Donovan,40,Male,Yes,Doctor,64998,Yes
Stephan,35,Female,Yes,Doctor,83084,No
Judy,30,Female,Yes,Doctor,83187,Yes
Elliott,29,Male,Yes,Painter,78411,Yes
Tyrell,38,Female,Yes,tailor,78843,Yes
Chanel,41,Female,Yes,Painter,48974,No
Miles,24,Male,Yes,Pilot,50205,No
Fabian,23,Male,No,Teacher,41094,No
Alfonso,22,Female,Yes,Teacher,85479,No
Cierra,32,Male,Yes,Painter,85001,Yes
Mason,27,Female,Yes,Judge,80785,No
Larissa,20,Female,Yes,Painter,61576,No
Elliot,26,Female,Yes,Painter,65493,Yes
Brenna,45,Female,Yes,Doctor,40545,Yes
Bradford,41,Male,Yes,Teacher,60016,No
Kristal,47,Female,No,Worker,62506,Yes
Gustavo,48,Female,No,Pilot,67457,No
Gretchen,20,Male,Yes,Engineer,84102,Yes
Derick,38,Male,No,Engineer,45389,Yes
Jarred,36,Male,Yes,Painter,89097,No
Pierre,31,Male,Yes,tailor,83259,No
Lloyd,21,Female,No,Accountant,68417,Yes
Jolene,26,Male,No,Pilot,51030,Yes
Marlene,30,Female,No,Pilot,77134,No
Leo,40,Male,No,Judge,50156,Yes
Jamar,28,Female,Yes,Worker,78328,Yes
Dianna,23,Male,Yes,Accountant,88606,Yes
Noel,46,Male,Yes,Captain,78369,Yes
Angie,24,Male,Yes,Painter,71790,Yes
Tatiana,29,Male,No,Worker,71208,No
Rick,39,Male,Yes,Worker,58898,Yes
Leann,37,Male,No,Doctor,53853,Yes
Corinne,43,Male,Yes,Worker,61025,No
Sydney,35,Male,No,Doctor,82034,Yes
Belinda,32,Male,No,Painter,67513,No
Lora,44,Female,Yes,Captain,48981,No
Mackenzie,42,Female,No,Teacher,77948,No
Herbert,50,Male,No,Pilot,81049,Yes
Guillermo,27,Female,Yes,Captain,63620,Yes
Tameka,25,Female,Yes,Pilot,45586,No
Elias,49,Male,Yes,Doctor,79782,No
Janine,33,Male,No,Accountant,40156,Yes
Ben,22,Female,No,Captain,71401,Yes
Stefan,34,Female,No,Captain,87256,No
Josephine,30,Male,Yes,Accountant,69835,Yes
Dominick,22,Male,No,Painter,61597,Yes
Jameson,50,Female,No,tailor,65125,No
Bobbi,35,Male,No,Engineer,54345,No
Blanca,45,Male,No,Accountant,42972,Yes
Josue,46,Male,Yes,Painter,60090,No
Esmeralda,43,Male,No,Painter,71248,Yes
Darin,27,Male,No,Accountant,51639,Yes
Ashely,36,Female,Yes,Pilot,51668,No
Clay,20,Female,Yes,Engineer,82130,Yes
Cassidy,24,Male,No,Captain,76729,Yes
Roland,49,Female,Yes,Judge,67014,No
Ismael,21,Female,Yes,Engineer,67579,No
Harrison,23,Male,No,Judge,53601,Yes
Lorraine,48,Male,Yes,Pilot,80776,Yes
Owen,44,Male,No,Pilot,89879,Yes
Daniela,29,Male,No,Engineer,83807,No
Rocky,34,Female,Yes,Engineer,57195,Yes
Marisela,33,Male,No,Pilot,71868,Yes
Saul,32,Male,Yes,Painter,48442,Yes
Kory,28,Female,No,Teacher,61579,Yes
Dexter,26,Female,Yes,Captain,66739,Yes
Chandra,31,Male,Yes,Judge,82395,Yes
Gwendolyn,47,Male,No,Teacher,77601,Yes
Francesca,39,Male,Yes,tailor,55664,No
Alaina,41,Male,No,Engineer,60425,Yes
Mandi,38,Male,No,Judge,78957,Yes
Fallon,37,Male,No,Judge,72899,Yes
Celia,42,Male,No,Teacher,71581,No
Vivian,40,Female,Yes,Teacher,76632,No
Rolando,25,Male,Yes,Doctor,59936,Yes
Raven,29,Female,Yes,Judge,64231,No
Lionel,23,Male,Yes,Worker,47751,No
Carolina,28,Female,Yes,Worker,78932,Yes
Tania,21,Male,Yes,tailor,41131,Yes
Joann,40,Female,Yes,Teacher,66547,No
Casandra,31,Female,No,Worker,44112,No
Betsy,27,Male,No,Accountant,80832,No
Tracie,30,Female,No,Judge,73980,Yes
Dante,39,Male,No,Pilot,53347,Yes
Trey,26,Male,No,Painter,57730,No
Margarita,36,Male,Yes,Pilot,80440,Yes
Skyler,35,Female,No,Captain,65460,No
Sade,32,Male,Yes,Captain,52852,No
Lyndsay,24,Female,No,Captain,40006,No
Jacklyn,37,Male,No,Accountant,62686,No
Marina,43,Female,No,Worker,48247,Yes
Rogelio,22,Male,No,Accountant,45927,Yes
Racheal,41,Female,No,Pilot,43672,No
Mollie,38,Male,No,Judge,81996,No
Liliana,33,Male,No,Doctor,83108,No
Maegan,46,Female,No,Painter,50488,Yes
Felipe,20,Male,Yes,Captain,51672,Yes
Malcolm,49,Male,Yes,Engineer,73123,No
Santana,44,Female,No,Painter,40706,No
Anastasia,50,Male,No,tailor,66020,No
Madeline,48,Female,No,Captain,69811,Yes
Breanne,42,Female,No,Teacher,52540,No
Tiffanie,45,Female,No,Captain,55153,No
Dillon,25,Male,No,Teacher,61395,No
Melisa,34,Male,Yes,Painter,40853,No
Darrin,47,Female,Yes,Painter,61241,No
Carlton,50,Female,No,tailor,74954,No
Cornelius,32,Male,No,Captain,60761,No
Precious,29,Male,No,Engineer,83610,No
Ivy,45,Female,Yes,Worker,74597,Yes
Lea,21,Female,No,tailor,70971,Yes
Susana,24,Male,No,Engineer,47562,Yes
Loren,49,Female,Yes,tailor,56857,Yes
Jeff,38,Male,No,Worker,46670,Yes
Chiquita,43,Male,Yes,Judge,79433,No
Teri,47,Male,Yes,tailor,89900,Yes
Tera,42,Male,Yes,Engineer,57974,Yes
Caitlyn,46,Male,No,Accountant,89098,Yes
Hailey,23,Female,No,Captain,47957,Yes
Donte,28,Male,No,Teacher,55031,No
Oliver,22,Male,Yes,Engineer,54008,No
Natalia,27,Male,Yes,Pilot,51401,Yes
Cherie,36,Female,Yes,Teacher,51990,Yes
Lakisha,34,Female,No,Worker,51303,Yes
Karissa,30,Male,No,Accountant,47454,No
Jeannette,20,Female,Yes,Worker,75633,Yes
Ariana,41,Male,No,Painter,81122,No
Lucia,37,Female,Yes,Painter,68759,No
Jerrod,31,Male,No,Painter,43222,Yes
Kassandra,44,Female,Yes,Teacher,54602,Yes
Guy,39,Male,No,Engineer,62387,No
Milton,40,Female,Yes,Engineer,83048,No
Micaela,26,Female,No,Pilot,44228,Yes
Krystina,35,Male,Yes,Worker,78403,No
Esteban,25,Male,No,Accountant,40242,Yes
Gilberto,33,Female,Yes,Doctor,50333,No
Chelsie,48,Male,Yes,Worker,82390,Yes
Antwan,43,Male,Yes,Painter,78668,Yes
Cathy,25,Male,Yes,Painter,45213,No
Ty,49,Male,No,Captain,49859,No
Shante,31,Female,Yes,Pilot,59223,No
Roman,32,Male,Yes,Accountant,81502,Yes
Kylie,40,Female,No,Captain,80743,Yes
Mercedes,33,Male,Yes,Judge,68382,No
Dena,48,Male,Yes,Judge,42494,Yes
Christi,38,Male,No,Worker,47222,No
Latrice,29,Female,No,Painter,58195,No
Kellen,41,Female,Yes,Accountant,48276,Yes
Freddie,42,Female,No,Captain,56676,Yes
Clara,36,Female,Yes,Pilot,50598,Yes
Rosanna,46,Male,No,Painter,77926,Yes
Demarcus,35,Female,Yes,tailor,44758,No
Domonique,22,Male,Yes,Teacher,42171,Yes
Alvaro,50,Female,No,Teacher,81279,No
Shaina,28,Female,No,Worker,74760,Yes
Nathanael,27,Male,Yes,tailor,51898,Yes
Kacie,21,Male,Yes,Judge,57191,No
Jodie,37,Male,Yes,Worker,62833,Yes
Dusty,34,Female,No,Accountant,73325,Yes
Sidney,20,Male,Yes,Captain,79510,No
Adrianne,39,Female,No,Teacher,41405,Yes
Mike,47,Male,Yes,tailor,46950,No
Chloe,23,Male,Yes,Judge,63473,Yes
Alecia,26,Male,No,Painter,42654,No
Sam,24,Male,Yes,Captain,75479,Yes
Rocio,45,Female,No,Engineer,77286,Yes
Kim,44,Female,Yes,Judge,66450,No
Arlene,30,Female,No,Judge,77144,No
Antonia,49,Male,Yes,Accountant,71504,No
Jamaal,37,Female,No,Doctor,45894,Yes
Shantel,26,Male,Yes,Pilot,63007,No
Deidre,42,Male,Yes,Engineer,57386,No
Salvatore,25,Female,Yes,Accountant,71231,Yes
Kimberley,27,Female,No,Captain,75234,Yes
Gerard,46,Female,Yes,Painter,66419,No
Gene,44,Female,Yes,Captain,48345,Yes
Weston,41,Male,Yes,Doctor,48920,No
Diego,48,Female,No,Doctor,66409,Yes
Tasia,40,Female,No,Accountant,44907,No
Mariah,20,Female,Yes,Doctor,45491,No
Jimmie,47,Female,No,Doctor,72702,No
Zackary,24,Male,Yes,tailor,81674,No
Hugo,32,Female,No,tailor,85898,Yes
Leanna,31,Female,Yes,Judge,89425,Yes
Lacie,38,Female,Yes,Teacher,46648,Yes
Donnie,30,Female,No,Teacher,79232,No
Aisha,23,Female,No,Painter,53444,Yes
Marianne,34,Male,No,Teacher,48943,Yes
Lana,39,Female,Yes,Pilot,65663,No
Kyla,28,Male,No,Judge,66207,No
Ginger,22,Male,No,tailor,42063,No
Tiana,21,Male,Yes,Captain,64595,No
Lashonda,36,Female,Yes,Teacher,87490,Yes
Dayna,29,Male,Yes,Engineer,66900,No
Marcia,50,Female,No,Judge,80180,Yes
Luz,43,Male,No,Pilot,59967,No
Janna,35,Female,No,tailor,74991,No
Riley,45,Male,Yes,Pilot,62361,Yes
Desirae,33,Male,No,Worker,45414,No
Billie,49,Female,Yes,Painter,43437,No
Zane,37,Female,No,Worker,69691,No
Johnnie,26,Male,No,Accountant,71587,No
Greg,42,Female,Yes,Engineer,45383,Yes
Angelique,25,Male,No,Judge,41081,No
Kali,27,Male,Yes,Captain,41476,No
Silvia,46,Male,Yes,Doctor,61206,No
Asia,44,Male,Yes,tailor,40977,Yes
Quincy,41,Female,Yes,Judge,48102,Yes
Catrina,48,Male,Yes,Doctor,65623,No
Rusty,40,Female,No,Doctor,49495,No
Frankie,20,Male,Yes,Judge,81437,Yes
Athena,47,Male,Yes,Worker,81854,Yes
Randolph,24,Female,Yes,Engineer,76377,Yes
Sheldon,32,Female,No,Captain,70627,Yes
Maricela,31,Female,No,Judge,72145,Yes
Tomas,38,Male,No,Captain,86565,No
Toby,30,Male,No,Captain,60470,No
Nadine,23,Female,Yes,Captain,53255,Yes
Keshia,34,Female,Yes,Engineer,64147,Yes
Tosha,39,Female,Yes,Painter,85474,Yes
Maranda,28,Female,No,Teacher,53246,Yes
Lester,22,Male,No,tailor,59658,Yes
Brendon,21,Female,No,Painter,59209,No
Korey,36,Male,No,Doctor,49574,No
Lynette,29,Male,Yes,Teacher,79454,Yes
Joan,50,Male,Yes,Pilot,67852,Yes
Justina,43,Male,No,Engineer,81085,Yes
Moses,35,Female,Yes,Pilot,50269,Yes
Dominque,45,Male,No,Worker,58051,No
Abbey,32,Male,No,Teacher,60164,No
Kristyn,30,Female,Yes,Teacher,75654,Yes
Dewayne,26,Male,Yes,Worker,72924,Yes
Alonzo,48,Male,No,Captain,69490,Yes
Laci,22,Female,Yes,Doctor,56541,No
Cori,24,Female,Yes,Pilot,68987,No
Debbie,20,Female,Yes,Painter,53284,No
Zackery,37,Male,No,Engineer,86858,No
Parker,27,Male,Yes,Accountant,54315,Yes
Forrest,50,Female,No,Worker,86681,Yes
Blaine,38,Female,Yes,tailor,73106,No
Trina,34,Male,Yes,Engineer,82977,No
Herman,49,Female,No,Doctor,77447,Yes
Selena,28,Male,Yes,Teacher,65760,Yes
Myra,25,Female,Yes,Painter,52162,No
Joni,43,Female,No,Judge,63753,Yes
Bailey,40,Female,No,Doctor,60614,Yes
Julianna,29,Male,No,Doctor,51478,Yes
Edith,44,Male,No,Doctor,62353,Yes
Octavia,46,Male,No,Doctor,63733,Yes
Bryon,41,Female,No,Judge,49800,No
Arielle,39,Male,Yes,Engineer,88723,No
Giovanni,33,Male,Yes,Captain,74374,No
Jarod,23,Female,Yes,Accountant,83746,Yes
Floyd,21,Male,Yes,tailor,52569,Yes
Sonja,45,Male,Yes,Pilot,54475,Yes
Kody,47,Male,Yes,Pilot,47311,Yes
Jamel,35,Male,Yes,Judge,84055,No
Jeannie,36,Male,Yes,Pilot,78428,Yes
Elissa,31,Male,No,Doctor,83408,No
Leonardo,42,Male,Yes,Engineer,40399,No
Sadie,29,Female,Yes,Accountant,45760,No
Madison,46,Female,No,Pilot,73563,Yes
Kandice,45,Female,Yes,Doctor,72607,Yes
Janie,28,Male,No,Teacher,72391,No
Reid,20,Male,Yes,Pilot,85170,Yes
Alanna,25,Male,Yes,Painter,71113,No
Linsey,39,Male,Yes,Engineer,84266,Yes
Moises,41,Male,Yes,Accountant,56993,Yes
Darcy,33,Male,No,Doctor,60105,Yes
Britni,35,Male,No,Pilot,42208,No
Beatrice,49,Male,Yes,Judge,60631,No
Everett,34,Male,Yes,Engineer,44277,Yes
Corina,50,Male,No,Worker,50272,No
Brooks,30,Male,No,Engineer,41053,No
Tori,27,Male,Yes,Engineer,67793,Yes
Ramiro,22,Male,Yes,Teacher,41224,Yes
Lamont,23,Female,Yes,Doctor,82878,Yes
Kenya,26,Female,No,Painter,58390,Yes
Cheri,38,Female,No,tailor,78457,Yes
Alec,36,Male,Yes,Doctor,87906,No
Roberta,31,Female,No,Pilot,53436,Yes
Jeanne,21,Female,Yes,Doctor,66514,No
Jackson,24,Female,No,Teacher,48079,No
Maritza,42,Male,Yes,Pilot,74218,Yes
Loretta,40,Male,Yes,Doctor,63219,Yes
Shameka,43,Male,No,tailor,58889,Yes
Sebastian,47,Male,No,Accountant,63084,No
Ryne,32,Female,Yes,Teacher,89756,Yes
Scotty,37,Female,No,tailor,68951,No
Emilie,44,Male,No,Captain,54536,No
Ladonna,48,Female,No,Doctor,88969,No
Stewart,21,Male,Yes,Captain,68453,Yes
Dina,38,Male,Yes,Pilot,81332,Yes
Clark,46,Female,Yes,Judge,51008,No
Chadwick,42,Male,Yes,Painter,66746,Yes
Araceli,24,Male,No,Teacher,60615,Yes
Ali,22,Male,Yes,Accountant,54431,No
Kareem,43,Male,Yes,Judge,58415,Yes
Janette,30,Female,No,Doctor,47863,No
Savanna,33,Female,Yes,Accountant,56330,No
Reuben,49,Male,No,Painter,46033,Yes
Nakia,20,Male,No,Doctor,83450,Yes
Martina,37,Male,No,Engineer,75343,No
Wilson,31,Female,No,Judge,49162,No
Kristian,29,Male,No,Engineer,67652,Yes
Daphne,35,Female,Yes,Accountant,72670,No
Clyde,23,Male,No,Accountant,59950,Yes
Braden,48,Male,Yes,Judge,54930,Yes
Sterling,50,Male,No,Judge,78431,Yes
Cari,45,Female,No,Accountant,78401,Yes
Marsha,25,Male,No,Worker,87689,Yes
Deidra,44,Male,No,Painter,73400,No
Bridgett,36,Male,Yes,Worker,88760,No
Rhiannon,40,Female,No,Doctor,50407,Yes
Kristofer,39,Male,No,Pilot,45650,Yes
Keenan,41,Male,No,Painter,89322,No
Joelle,26,Female,Yes,Captain,79730,Yes
Colt,32,Female,No,Painter,76693,Yes
Celina,47,Male,No,Teacher,46490,No
Deana,28,Female,No,Doctor,48368,Yes
Penny,27,Male,No,Engineer,77125,No
Georgia,34,Male,No,Doctor,54083,Yes
Eleanor,49,Female,No,Engineer,84193,No
Shanika,43,Female,No,tailor,42462,No
Daniella,26,Male,No,Worker,66102,No
Bernadette,37,Male,No,Judge,82658,No
Valarie,28,Male,No,Painter,76019,No
Tarah,41,Female,No,Judge,62424,Yes
Princess,21,Female,Yes,Pilot,65943,No
Noemi,47,Male,Yes,Painter,54001,Yes
Maura,29,Male,Yes,Worker,53204,Yes
Maryann,31,Male,Yes,Pilot,53012,No
Jonah,30,Female,No,Doctor,81708,Yes
Santiago,22,Female,No,Accountant,70944,Yes
Jamison,48,Male,No,Teacher,58862,No
Cecil,39,Female,No,Captain,55213,Yes
Ted,33,Female,No,Teacher,42150,Yes
Selina,44,Female,No,Doctor,51225,No
Dan,20,Female,Yes,Doctor,63146,No
Reynaldo,50,Female,No,Teacher,87956,No
Myron,23,Female,Yes,tailor,74766,Yes
Sofia,25,Female,No,Doctor,64502,No
Doris,40,Female,No,Pilot,47227,Yes
Deangelo,42,Male,Yes,Pilot,80496,No
Ashli,35,Male,Yes,Pilot,57211,No
Randal,24,Male,No,Painter,85336,No
Noe,27,Female,Yes,Pilot,68807,No
Jess,34,Female,Yes,Engineer,67869,No
Holli,46,Male,Yes,Doctor,43711,Yes
Chester,38,Female,No,Accountant,50636,No
Rex,32,Female,Yes,Accountant,57826,No
Meghann,45,Female,No,Judge,43300,No
Janell,36,Male,Yes,Teacher,52259,Yes
Garret,49,Female,Yes,Painter,51869,Yes
Marjorie,43,Male,Yes,Worker,79770,No
Avery,26,Female,No,tailor,50687,No
Jazmin,37,Male,Yes,Engineer,73882,Yes
Christal,28,Male,Yes,Engineer,81176,No
Freddy,41,Male,No,Judge,60004,No
Carson,21,Male,No,Captain,83015,No
Raphael,47,Male,No,tailor,76035,Yes
Quintin,29,Female,Yes,Painter,86015,Yes
